304694,2017-03-22,272.45,"Sobe - Cranberry Grapefruit,2.02,18.94","Sauce - White, Mix,1.03,1.95","Cheese - Cheddar, Old White,1.80,11.98","Cake - French Pear Tart,1.96,10.32","Cake - Night And Day Choclate,1.59,1.85","Halibut - Whole, Fresh,3.49,3.22","Lamb Shoulder Boneless Nz,1.91,18.63","Nut - Almond, Blanched, Whole,4.03,18.86","Flavouring - Rum,1.79,12.26","Nantucket Cranberry Juice,2.67,10.56","Tomato Paste,3.09,1.45","Lamb - Shoulder, Boneless,2.50,4.50","Lamb - Ground,2.23,10.80","Capon - Whole,4.07,9.88","Container - Hngd Cll Blk 7x7x3,2.44,22.05","Salmon - Atlantic, No Skin,3.19,24.08","Lamb - Bones,1.60,10.80","Cheese - Cheddar With Claret,1.41,7.57","Grapes - Red,3.07,27.08","Beef - Rib Eye Aaa,4.01,13.91","Yams,3.00,10.40","Wine - Riesling Alsace Ac 2001,4.04,2.91","Salt - Kosher,2.02,18.45",0,0,0,0,0,0
529183,2017-07-08,79.92,"Ecolab - Balanced Fusion,3.62,31.40","Pastry - Baked Scones - Mini,2.28,12.59","Mustard - Dijon,1.04,2.85","Foil - Round Foil,4.11,28.55","Wine - White, French Cross,3.15,4.53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529183,2017-10-02,126.72,"Chips Potato All Dressed - 43g,3.33,4.67","Crackers - Trio,3.27,2.16","Soup - French Onion,3.92,26.39","Corn Kernels - Frozen,3.85,11.56","Oil - Hazelnut,4.08,20.55","Strawberries,3.95,31.72","Beef Flat Iron Steak,1.70,9.46","Cake - Night And Day Choclate,1.76,2.04","Dawn Professionl Pot And Pan,1.16,4.76","Cod - Salted, Boneless,3.23,4.36","Pepper - Scotch Bonnet,3.77,9.05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332187,2017-12-05,125.41,"Kiwi Gold Zespri,3.95,11.26","Cocoa Powder - Dutched,1.61,14.68","Veal - Round, Eye Of,2.48,16.56","Bread - Rye,3.39,6.13","Ice Cream - Super Sandwich,3.10,24.84","Pomegranates,2.87,16.01","Wine - Segura Viudas Aria Brut,3.73,35.93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689513,2018-01-29,357.87,"Bay Leaf,2.92,7.99","Sorrel - Fresh,2.01,12.69","Sesame Seed Black,2.70,3.88","Cookie Dough - Chocolate Chip,4.03,19.97","Table Cloth 53x69 White,3.75,14.94","Tea - Jasmin Green,3.53,18.72","Rabbit - Saddles,3.59,21.70","Pork - Ham, Virginia,3.50,26.42","Daves Island Stinger,3.21,28.37","Cookie Dough - Chocolate Chip,2.40,11.89","Fruit Salad Deluxe,2.94,23.22","Mustard - Dijon,4.10,11.25","Wine - Marlbourough Sauv Blanc,1.08,3.75","Wine - Red Oakridge Merlot,1.54,8.72","Container - Hngd Cll Blk 7x7x3,3.70,33.37","Dawn Professionl Pot And Pan,3.40,13.92","Pork - Liver,3.49,10.48","Rice - Wild,3.06,22.40","Bag Clear 10 Lb,1.11,1.93","Hummus - Spread,1.57,13.39","Cheese - Goat,3.56,4.13","Capon - Whole,2.33,5.66","Wine - Pinot Grigio Collavini,1.73,14.46","Cod - Salted, Boneless,3.64,4.92","Bread - Raisin Walnut Oval,3.49,19.70",0,0,0,0
689513,2018-02-18,144.78,"Sobe - Cranberry Grapefruit,1.00,9.39","Salmon - Atlantic, No Skin,1.20,9.05","Capicola - Hot,2.63,16.13","Pepper - Orange,2.38,20.45","Rabbit - Saddles,3.53,21.35","Container - Hngd Cll Blk 7x7x3,3.44,31.05","Pie Pecan,1.51,3.36","Lamb - Bones,3.16,21.40","Ice Cream Bar - Hagen Daz,1.57,12.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870450,2018-01-05,64.78,"Chinese Foods - Pepper Beef,3.72,30.19","Chinese Foods - Pepper Beef,2.21,17.90","Honey - Comb,3.57,3.03","Veal - Ground,1.53,13.65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870450,2018-01-29,89.21,"Liners - Banana, Paper,3.39,14.00","Stock - Veal, Brown,3.95,5.49","Peppercorns - Pink,3.76,27.93","Latex Rubber Gloves Size 9,3.42,25.95","Shrimp, Dried, Small / Lb,2.19,15.83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352570,2018-02-18,304.39,"Gherkin,1.83,1.46","Tomato - Plum With Basil,3.76,16.62","Sprouts - Peppercress,4.16,34.69","Mix - Cocktail Strawberry Daiquiri,3.42,31.11","Island Oasis - Strawberry,2.49,3.11","Banana Turning,3.99,37.26","Fennel - Seeds,2.38,17.20","Beans - French,2.50,19.89","Soup - Campbellschix Stew,3.65,22.83","Bread - Malt,2.23,3.63","Stock - Veal, Brown,3.39,19.36","Ecolab Crystal Fusion,2.18,11.48","Bok Choy - Baby,1.59,14.42","Longos - Grilled Chicken With,1.67,3.52","Sobe - Cranberry Grapefruit,2.08,19.44","Persimmons,1.08,2.88","Cheese - Havarti, Roasted Garlic,2.10,11.59","Apple - Fuji,4.11,33.89",0,0,0,0,0,0,0,0,0,0,0
352570,2018-02-23,397.38,"Asparagus - White, Canned,2.10,13.39","Pie Pecan,2.24,16.32","Nantucket Cranberry Juice,2.72,10.73","Wine - Red Oakridge Merlot,3.78,21.47","Pork - Bacon, Sliced,1.67,7.39","Clam - Cherrystone,1.26,5.75","Rabbit - Saddles,1.67,15.92","Cheese - Cheddar, Mild,3.03,24.65","Peppercorns - Pink,4.19,31.10","Asparagus - White, Canned,3.90,24.92","Soup - Campbells Pasta Fagioli,1.73,14.67","Cheese - Cambozola,3.96,31.69","Cake - Dulce De Leche,1.76,9.40","Bread - Roll, Whole Wheat,3.34,25.00","Chocolate - Compound Coating,1.63,7.12","Lettuce - Escarole,2.20,16.84","Beef Flat Iron Steak,2.12,11.83","Bread - Crusty Italian Poly,3.44,26.68","Smoked Paprika,3.46,21.43","Wine - Merlot Vina Carmen,1.64,3.32","Clam - Cherrystone,1.97,9.01","Longos - Grilled Chicken With,2.21,4.66","Nut - Walnut, Chopped,2.54,14.39","Pork - Sausage Casing,3.52,7.19","Wine - Cotes Du Rhone Parallele,2.31,22.50",0,0,0,0
615273,2017-04-16,275.26,"Spice - Montreal Steak Spice,1.34,6.79","Radish - Black, Winter, Organic,3.35,27.64","Chervil - Fresh,3.42,12.43","Foil - Round Foil,3.95,27.47","Fruit Salad Deluxe,3.13,24.77","Turkey - Breast, Smoked,1.60,12.75","Soup - French Onion,2.82,18.95","Truffle - Peelings,1.50,0.99","Nut - Pine Nuts, Whole,1.51,11.95","Crackers - Water,1.31,5.53","Mushroom - Morels, Dry,1.61,12.22","Sorrel - Fresh,3.59,22.68","Anchovy Paste - 56 G Tube,4.06,11.91","Curry Paste - Madras,1.59,14.82","Foil - Round Foil,1.09,9.80","Wine - Red, Cabernet Merlot,2.01,11.20","Crackers - Melba Toast,1.74,1.19","Yogurt - Raspberry, 175 Gr,2.45,8.43","Scallops 60/80 Iqf,2.10,6.17","Flower - Carnations,3.12,5.93","Cookie Dough - Chocolate Chip,2.89,14.32","Chocolate - Milk,3.78,5.10","Blueberries - Frozen,2.81,2.25",0,0,0,0,0,0
615273,2017-11-15,423.88,"Wine - Clavet Saint Emilion,2.52,14.41","Anchovy Paste - 56 G Tube,1.81,5.30","Skewers - Bamboo,3.62,30.10","Soup - Campbellschix Stew,1.07,6.66","Pasta - Tortellini, Fresh,3.93,7.66","Muffin Hinge Container 6,1.68,0.97","Crackers - Melba Toast,1.53,10.48","Wiberg Super Cure,4.01,10.75","Oil - Sesame,1.54,12.09","Chips - Assorted,4.09,33.46","Bread - Bagels, Mini,2.90,25.73","Lamb - Bones,1.83,12.35","Cheese - Goat,4.03,4.67","Veal - Insides, Grains,1.75,3.15","Cheese - Grana Padano,3.62,7.75","Clam - Cherrystone,3.06,14.01","Table Cloth 81x81 Colour,4.00,31.14","Container Clear 8 Oz,2.74,22.47","Water - Aquafina Vitamin,3.57,16.81","Bread Bowl Plain,3.99,2.79","Veal - Ground,3.26,29.01","Salmon - Atlantic, No Skin,3.11,10.71","Mustard - Dijon,2.40,6.59","Bread - Italian Roll With Herbs,2.47,7.54","Lettuce - Radicchio,4.11,8.59","Oil - Grapeseed Oil,2.25,9.00","Soup - Campbells Pasta Fagioli,3.93,33.31","Star Anise, Whole,2.14,18.05","Yoghurt Tubes,4.13,28.31"
710200,2017-03-01,84.23,"Bread - Pumpernickel,3.15,23.62","Yogurt - Banana, 175 Gr,2.41,0.70","Sauce - White, Mix,1.10,2.09","Ice Cream - Super Sandwich,3.07,24.61","Lobster - Live,2.35,12.00","Cucumber - English,3.68,21.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770889,2017-10-25,371.51,"Brandy - Bar,1.80,1.03","Star Anise, Whole,1.24,10.47","Mustard - Dijon,1.12,3.06","Sauce - Soya, Light,1.50,4.00","Beef - Bones, Marrow,1.90,3.50","Smoked Paprika,3.44,21.27","Wine - Cotes Du Rhone,3.91,34.43","Cheese - Havarti, Roasted Garlic,2.17,11.95","Wine - Red, Cabernet Merlot,2.84,15.77","Rabbit - Saddles,1.01,6.12","Longos - Assorted Sandwich,3.19,24.23","Water - Aquafina Vitamin,1.73,8.17","Chervil - Fresh,2.72,9.86","Bread - Bagels, Mini,3.94,34.97","Bacardi Breezer - Tropical,1.90,8.95","Pie Pecan,3.60,26.22","Trueblue - Blueberry 12x473ml,2.98,8.35","Dooleys Toffee,3.34,28.11","Butter Ripple - Phillips,4.05,34.42","Chips - Assorted,1.20,9.78","Five Alive Citrus,3.16,13.44","Wine - Riesling Alsace Ac 2001,1.72,3.87","Crackers - Melba Toast,4.09,27.99","Yokaline,3.73,21.57",0,0,0,0,0
359621,2017-03-28,103.93,"Foil - Round Foil,3.69,25.62","Anisette - Mcguiness,1.71,11.30","Rosemary - Fresh,1.16,10.49","Soup - Campbells Pasta Fagioli,2.11,17.86","Apple - Macintosh,3.09,16.74","Pancetta,1.65,8.41","Noodles - Steamed Chow Mein,2.63,13.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359621,2017-07-09,99.48,"Bread - Bagels, Mini,1.34,11.87","Lid - High Heat, Super Clear,2.34,8.64","Bread - Rolls, Rye,2.25,9.38","Mushroom - King Eryingii,3.58,33.95","Wine - Shiraz Wolf Blass Premium,3.28,25.01","Crackers - Water,2.51,10.63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818840,2017-08-22,147.30,"Salmon - Atlantic, No Skin,3.16,23.88","Pork - Caul Fat,2.72,23.48","Pork - Caul Fat,3.76,32.47","Wine - White, Chardonnay,1.52,7.14","Sloe Gin - Mcguinness,3.82,2.52","Wine - Clavet Saint Emilion,1.29,7.36","Ecolab Crystal Fusion,2.25,18.54","Turkey - Ground. Lean,1.55,4.99","Cheese - Valancey,1.74,16.23","Stock - Veal, Brown,3.04,4.23","Lamb - Shoulder, Boneless,3.58,6.45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802263,2017-07-09,106.58,"Greens Mustard,1.81,12.84","Tea - Jasmin Green,2.69,14.27","Wine - Riesling Alsace Ac 2001,2.67,6.00","Ice Cream Bar - Hagen Daz,2.22,17.83","Lady Fingers,4.10,11.15","Bread - Calabrese Baguette,2.92,5.98","Wine - White, Chardonnay,2.32,10.89","Wine - Montecillo Rioja Crianza,1.09,7.33","Trout - Rainbow, Fresh,3.42,12.13","Wine - Merlot Vina Carmen,1.07,2.17","Crackers - Water,1.42,5.99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802263,2017-11-10,137.22,"Juice - Grapefruit, 341 Ml,4.17,35.68","Lady Fingers,3.93,10.69","Apple - Macintosh,3.25,17.56","Beef - Ground Medium,1.09,9.80","Sauce - White, Mix,2.85,5.39","Mushroom - Lg - Cello,3.53,19.80","Sprouts - Onion,3.83,3.29","Wine - Crozes Hermitage E.,2.88,9.20","Wine - White, Antinore Orvieto,2.90,1.48","Turkey - Ground. Lean,3.76,12.13","Sesame Seed Black,3.83,5.51","Bread - Rolls, Rye,1.60,6.69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802263,2018-01-10,243.75,"Chips - Assorted,3.65,29.82","Cheese - St. Paulin,1.97,15.84","Beef Tenderloin Aaa,2.42,22.26","Truffle - Peelings,4.03,2.66","Muffin Orange Individual,1.65,1.07","French Pastry - Mini Chocolate,1.40,10.12","Tuna - Bluefin,2.13,8.59","Russian Prince,1.72,16.01","Quail Eggs - Canned,4.04,22.42","Water - Aquafina Vitamin,3.42,16.13","Rice - Wild,4.16,30.07","Yokaline,1.59,9.16","Wild Boar - Tenderloin,4.03,27.78","Sprouts - Onion,2.34,2.01","Pasta - Fusili, Dry,1.99,12.81","Sprouts - Pea,3.99,14.45","Silicone Parch. 16.3x24.3,3.23,2.55",0,0,0,0,0,0,0,0,0,0,0,0
309136,2017-07-18,190.23,"Coffee - Decaffeinato Coffee,3.07,28.09","Orange - Tangerine,1.16,5.26","Spice - Montreal Steak Spice,1.45,7.35","Beer - Labatt Blue,4.09,32.65","Relish,1.45,4.07","Hand Towel,2.70,25.01","Bread - Raisin,3.73,29.99","Rice - Wild,1.87,13.52","Energy Drink - Franks Pineapple,1.80,13.44","Turkey - Ground. Lean,2.18,7.05","Buffalo - Tenderloin,2.25,1.37","Tart Shells - Barquettes, Savory,2.39,22.41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341689,2017-04-25,140.63,"Cookie - Dough Variety,3.13,16.72","Ranchero - Primerba, Paste,1.37,5.97","Juice - Tomato, 10 Oz,2.60,22.46","Pork - Bacon,back Peameal,2.39,19.87","Crackers - Trio,1.46,0.97","Cheese - Valancey,1.61,4.11","Sprouts - Pea,2.77,10.04","Coffee - Cafe Moreno,1.28,12.07","Nectarines,1.70,10.88","Lamb - Bones,2.89,19.51","Hand Towel,1.95,18.04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341689,2017-10-03,248.30,"Salt And Pepper Mix - Black,1.84,9.11","Ice Cream - Super Sandwich,2.99,23.98","Peppercorns - Pink,2.66,19.78","Veal - Round, Eye Of,1.15,7.65","Butcher Twine 4r,3.09,29.02","Water - Aquafina Vitamin,2.52,11.86","Wine - Prosecco Valdobiaddene,2.12,7.54","Apple - Fuji,1.71,14.11","Pasta - Fusili, Dry,3.90,25.13","Cocoa Butter,1.76,3.97","Dooleys Toffee,1.50,12.62","Pork - Bacon,back Peameal,3.37,28.07","Pepper - Cubanelle,1.04,1.46","Container - Hngd Cll Blk 7x7x3,1.78,16.10","Salt And Pepper Mix - Black,2.23,11.04","Cheese - Havarti, Salsa,1.71,8.62","Sauce - Hp,3.20,15.60","Lettuce - Radicchio,1.27,2.64",0,0,0,0,0,0,0,0,0,0,0
341689,2017-12-09,172.72,"Pepper - Scotch Bonnet,1.24,2.97","Tea - Black Currant,1.51,4.00","Bread Bowl Plain,3.55,2.48","Pepper - Scotch Bonnet,3.38,8.12","Veal - Round, Eye Of,2.85,18.98","Beef - Ox Tail, Frozen,1.52,11.37","Mackerel Whole Fresh,1.54,10.07","Cactus Pads,2.77,2.99","Trueblue - Blueberry 12x473ml,3.04,8.51","Wine - Cotes Du Rhone,2.31,20.33","Grapes - Red,2.70,24.72","Bag Clear 10 Lb,1.12,1.95","Marjoram - Fresh,1.14,6.25","Bread - Crusty Italian Poly,4.18,32.42","Corn Syrup,1.85,17.58",0,0,0,0,0,0,0,0,0,0,0,0,0,0
641995,2018-01-28,112.31,"Napkin - Dinner, White,1.46,7.28","Cheese - Havarti, Salsa,2.67,13.45","Tuna - Bluefin,2.10,8.49","Cod - Salted, Boneless,3.16,4.26","Pie Pecan,2.94,21.37","Wakami Seaweed,3.40,7.03","Bread - Rolls, Rye,1.31,9.69","Pomegranates,3.69,33.50","Lid - High Heat, Super Clear,2.45,7.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641995,2018-02-07,278.59,"Water - Aquafina Vitamin,2.32,10.93","Hand Towel,1.60,14.83","Pie Pecan,3.23,7.16","Lettuce - Escarole,3.65,14.39","Cookies Almond Hazelnut,2.99,14.72","Pork - Sausage Casing,3.51,7.16","Butcher Twine 4r,4.05,37.98","Sugar - Sweet N Low, Individual,3.92,8.12","Beef - Bones, Marrow,2.18,4.01","Pie Pecan,3.95,28.79","Flour Dark Rye,3.90,37.46","Tuna - Bluefin,3.15,12.73","Sprouts - Onion,2.99,2.57","Pork - Ham Hocks - Smoked,2.90,9.41","Beer - Sleeman Fine Porter,4.11,30.95","Crackers - Trio,1.97,1.30","Sesame Seed Black,3.51,5.05","Chutney Sauce,4.02,28.54","Wine - Acient Coast Caberne,2.04,2.48",0,0,0,0,0,0,0,0,0,0
641995,2018-02-08,124.27,"Bread - Rye,3.89,7.03","Lamb - Bones,4.02,27.18","Sloe Gin - Mcguinness,3.52,2.32","Otomegusa Dashi Konbu,3.63,25.57","Sole - Fillet,2.54,8.22","Chutney Sauce,3.31,23.47","Island Oasis - Strawberry,2.96,3.70","Ranchero - Primerba, Paste,1.43,12.39","Jam - Raspberry,jar,1.17,10.83","Capon - Whole,1.46,3.55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737990,2017-07-03,429.72,"Lobster - Live,2.19,11.18","Bread - Italian Roll With Herbs,3.85,11.78","Sprouts - Peppercress,3.52,29.38","Sole - Dover, Whole, Fresh,1.01,6.98","Bread - Granary Small Pull,4.15,5.77","Teriyaki Sauce,1.11,0.80","Coffee - Decaffeinato Coffee,1.08,9.86","Pasta - Fusili, Dry,2.35,15.11","Container - Clear 32 Oz,2.09,16.25","Pork - Liver,1.74,5.21","Water - Mineral, Carbonated,3.26,23.49","Cherries - Frozen,2.17,6.76","Bread - Raisin,2.01,16.19","Kiwi,1.17,5.07","Pasta - Orzo, Dry,2.77,6.88","Pepper - Cubanelle,2.49,3.51","Cheese - Goat,3.72,4.32","Banana Turning,2.21,20.65","Passion Fruit,3.39,29.47","Wine - Semi Dry Riesling Vineland,3.92,38.02","Chocolate - Compound Coating,1.42,6.22","Pepper - Gypsy Pepper,1.37,10.23","Longos - Cheese Tortellini,2.50,14.66","Apricots Fresh,3.82,37.90","Corn Syrup,2.88,27.37","Wine - Crozes Hermitage E.,1.62,5.17","Crackers - Melba Toast,3.66,25.08","Plasticknivesblack,1.45,12.21","Wine - Semi Dry Riesling Vineland,2.49,24.21"
737990,2017-07-09,373.20,"Cheese - Cheddar With Claret,2.03,10.90","Bread - Bagels, Mini,1.21,10.73","Cheese - St. Paulin,2.99,24.09","Salmon Steak - Cohoe 8 Oz,4.16,10.57","Capicola - Hot,1.50,9.20","Soup - Knorr, French Onion,2.38,10.08","Prunes - Pitted,2.69,24.35","Chutney Sauce,2.23,11.51","Wine - Cotes Du Rhone Parallele,1.82,17.76","Table Cloth 53x69 White,1.91,7.60","Bandage - Flexible Neon,1.83,15.98","Potatoes - Mini White 3 Oz,1.22,11.00","Wine - Prosecco Valdobiaddene,3.92,13.94","Chutney Sauce,2.68,18.99","Lid - 10,12,16 Oz,3.49,30.74","Red Currant Jelly,1.30,6.20","Peppercorns - Pink,3.53,26.24","Tart Shells - Barquettes, Savory,3.08,28.89","Wine - White, Chardonnay,3.60,16.87","Ecolab - Balanced Fusion,2.79,24.23","Anisette - Mcguiness,3.69,24.42","Plate Pie Foil,3.13,18.90",0,0,0,0,0,0,0
530440,2017-09-30,246.09,"Bag Clear 10 Lb,2.00,3.47","Beef - Rib Eye Aaa,1.47,1.85","Cactus Pads,2.76,20.67","Mustard - Dijon,3.21,3.85","Pepper - Cubanelle,1.46,2.06","Soup - Knorr, Ministrone,1.52,8.45","Brandy - Bar,1.73,0.99","Cheese - Valancey,1.84,17.22","Nantucket Cranberry Juice,3.51,13.86","Pasta - Orzo, Dry,4.16,10.31","Sobe - Cranberry Grapefruit,3.01,28.20","Banana Turning,2.17,20.28","Spice - Montreal Steak Spice,3.36,17.02","Kale - Red,3.38,29.09","Container - Clear 32 Oz,3.35,26.04","Flour - Strong,3.28,13.07","Aspic - Light,3.59,9.36","Pork - Bacon, Sliced,1.49,6.58","Lid - 3oz Med Rec,2.20,13.70",0,0,0,0,0,0,0,0,0,0
530440,2017-12-29,97.83,"Cheese - Swiss Sliced,1.80,8.93","Wine - Shiraz South Eastern,3.88,27.66","Bread - Granary Small Pull,3.50,4.87","Bread - Bagels, Mini,3.45,30.56","Ecolab - Balanced Fusion,2.97,25.81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282266,2017-07-03,291.22,"Grapes - Red,1.10,9.73","Wine - Red Oakridge Merlot,3.78,21.50","Cheese - Ricotta,1.59,9.21","Chutney Sauce,2.33,16.54","Bread - Italian Roll With Herbs,3.21,9.81","Coffee - Flavoured,1.50,3.70","Crackers - Melba Toast,3.33,22.81","Crackers - Melba Toast,2.43,8.96","Crackers - Melba Toast,4.05,2.75","Ranchero - Primerba, Paste,4.17,18.16","Lettuce - California Mix,3.78,29.18","Crackers - Water,2.04,8.62","Lid - High Heat, Super Clear,2.35,6.94","Yams,3.94,13.68","Wine - Red, Cabernet Sauvignon,2.11,19.30","Cookies - Englishbay Wht,3.58,9.23","English Muffin,3.77,1.77","Bread Bowl Plain,2.96,2.07","Stock - Veal, Brown,1.03,5.87","Wine - White, French Cross,4.07,5.87","Wine - Red, Cooking,2.72,11.03","Egg - Salad Premix,4.07,16.36","Soup Campbells Turkey Veg.,1.94,11.26","Sole - Dover, Whole, Fresh,3.74,25.88","Yogurt - Banana, 175 Gr,3.47,1.01",0,0,0,0
282266,2018-01-11,247.30,"Foil - Round Foil,1.76,12.24","Beer - Sleeman Fine Porter,2.93,22.05","Cookies - Englishbay Wht,3.18,8.21","Table Cloth 81x81 Colour,1.37,10.66","Veal - Round, Eye Of,1.94,12.95","Nut - Almond, Blanched, Whole,2.18,10.19","Cake - Cheese Cake 9 Inch,1.87,12.52","Curry Powder,1.16,5.03","Pasta - Fusili, Dry,1.33,8.57","Tea - Jasmin Green,1.71,9.08","Chutney Sauce,3.09,21.93","Butter Ripple - Phillips,3.86,32.87","Seedlings - Buckwheat, Organic,3.48,24.70","Wine - White, Antinore Orvieto,2.77,1.41","Ginger - Pickled,1.33,12.67","Lid - High Heat, Super Clear,3.47,10.24","Smoked Paprika,3.18,19.66","Compound - Raspberry,1.26,12.31",0,0,0,0,0,0,0,0,0,0,0
282266,2018-01-18,194.66,"Potatoes - Mini White 3 Oz,2.40,21.69","Cheese - Swiss Sliced,2.90,14.37","Crackers - Melba Toast,1.93,7.12","Soup - Campbells, Chix Gumbo,3.20,18.00","Pork - Sausage Casing,2.25,4.58","Breakfast Quesadillas,1.28,6.66","Syrup - Monin, Irish Cream,2.10,9.45","Longos - Grilled Chicken With,3.29,6.93","Rabbit - Saddles,2.29,13.85","Monkfish Fresh - Skin Off,2.76,16.21","Cucumber - English,1.70,9.81","Cheese - Cheddar, Medium,1.62,5.09","Pomegranates,2.09,11.65","Chicken - White Meat With Tender,1.42,12.62","Cookie - Dough Variety,1.53,8.17","Oil - Sesame,2.13,16.67","Sauce - Oyster,2.59,11.77",0,0,0,0,0,0,0,0,0,0,0,0
457357,2017-07-30,181.62,"Wine - White, Ej,3.36,8.49","Pasta - Orzo, Dry,1.86,4.61","Yoghurt Tubes,1.93,13.20","Capon - Whole,2.67,6.50","Pastry - Lemon Danish - Mini,3.79,22.29","Soup - Campbells Pasta Fagioli,3.06,25.96","Breakfast Quesadillas,3.84,19.95","Pepper - Scotch Bonnet,1.25,2.99","Tea - Jasmin Green,2.77,14.72","Ranchero - Primerba, Paste,2.33,20.26","Wine - Casablanca Valley,2.87,11.48","Crackers - Trio,3.09,2.04","Foil - Round Foil,2.42,21.82","Oven Mitt - 13 Inch,1.43,7.31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457357,2017-12-20,115.63,"Beer - Sleeman Fine Porter,2.63,19.78","Anchovy Paste - 56 G Tube,1.31,3.83","Pie Filling - Cherry,1.50,8.39","Wakami Seaweed,1.98,4.10","Asparagus - White, Canned,3.81,24.35","Wine - White, French Cross,1.33,11.79","Liners - Banana, Paper,3.59,14.83","Chips - Doritos,1.56,13.63","Pasta - Fusili, Dry,2.32,14.94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457357,2018-02-02,343.68,"Pork - Liver,1.29,3.86","Cactus Pads,3.12,3.36","Ranchero - Primerba, Paste,4.19,18.26","Coffee - Cafe Moreno,3.51,33.17","Chutney Sauce,2.74,14.19","Pork - Caul Fat,1.89,16.29","Beef - Rib Eye Aaa,1.09,3.80","Wine - Magnotta - Cab Franc,3.90,24.27","Cherries - Frozen,3.04,9.45","Wine - Red Oakridge Merlot,2.67,15.17","Lettuce - Belgian Endive,2.23,14.02","Appetizer - Southwestern,3.97,38.51","Kiwi,1.13,4.92","Salt And Pepper Mix - Black,3.53,17.48","Hand Towel,1.37,12.71","Wine - Mas Chicet Rose, Vintage,2.96,3.73","Ice Cream - Super Sandwich,1.72,13.76","Isomalt,2.34,3.05","Lettuce - Escarole,1.59,12.12","Nut - Cashews, Whole, Raw,1.56,12.16","Cake - Night And Day Choclate,1.57,1.82","Lamb - Shoulder, Boneless,2.14,3.85","Muffin Batt - Carrot Spice,2.66,7.83","Chicken - Whole Fryers,2.71,17.72","Mints - Striped Red,1.02,7.71","Bacon Strip Precooked,3.83,23.81","Wine - Bouchard La Vignee Pinot,2.83,5.62","Coconut - Shredded, Sweet,1.42,1.04",0
818840,2017-06-23,138.63,"Skewers - Bamboo,3.72,30.93","Sauce - White, Mix,2.06,3.90","Oil - Hazelnut,2.27,11.46","Muffin Orange Individual,2.77,1.80","Latex Rubber Gloves Size 9,2.62,19.95","Shrimp, Dried, Small / Lb,3.40,24.61","Cheese - Valancey,3.13,7.98","Blue Curacao - Marie Brizard,2.58,12.67","Strawberries,3.64,25.33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903225,2017-03-12,481.22,"Sambuca - Opal Nera,2.54,13.08","Mountain Dew,1.35,4.87","Appetizer - Southwestern,1.43,13.85","Lobster - Base,3.31,24.07","Sugar - Sweet N Low, Individual,3.21,6.65","Sloe Gin - Mcguinness,2.20,1.45","Veal - Slab Bacon,3.95,38.51","Pork - Caul Fat,3.44,29.68","Veal - Brisket, Provimi,bnls,3.00,27.93","Turkey - Ground. Lean,2.95,9.52","Plasticknivesblack,4.13,34.81","Crackers - Melba Toast,2.04,1.39","Crawfish,3.34,9.59","Lettuce - California Mix,2.22,17.13","Sambuca - Opal Nera,3.08,15.85","Beef - Ox Tail, Frozen,2.52,18.88","Shrimp - 21/25, Peel And Deviened,2.96,7.47","Beans - French,3.53,28.11","Curry Powder,4.12,17.84","Wine - Cotes Du Rhone Parallele,1.62,9.51","Curry Paste - Madras,2.46,22.92","Juice - Happy Planet,2.38,2.93","Cactus Pads,3.09,3.34","Bread - Multigrain,4.16,19.99","Lettuce - California Mix,3.23,24.89","Cake - French Pear Tart,1.28,6.72","Chicken - White Meat With Tender,3.51,31.31","Yoghurt Tubes,3.74,25.62","Lotus Root,2.71,13.30"
